,latitude,d_airport,longitude,id,icao_24bit,heading,altitude,ground_speed,squawk,aircraft_code,registration,time,origin_airport_iata,destination_airport_iata,flight_no,airline_iata,on_ground,vertical_speed,callsign,airline_icao
1050,35.95,1604.9180110163484,-8.91,347b70e4,E494A2,48,34000,442,,E390,FAB2854,1711223232,LPA,CIA,BRS505,BR,0,64,BRS505,BRS
1070,58.52,0.0,33.2,347b8acb,151E37,310,33925,386,,A321,RA-73271,1711223235,KZN,LED,N4248,N4,0,0,NWS248,NWS
1082,41.84,0.0,29.95,347bb5ba,155C60,70,33400,394,,SU95,RA-89184,1711223233,IST,MRV,WZ4656,WZ,0,1088,RWZ4656,RWZ
1090,46.32,239.33155433799817,-2.12,347b6bb9,E8021C,228,33050,436,,B763,CC-CXE,1711223234,FRA,SID,UC1506,UC,0,0,LCO1506,LCO
1096,55.23,0.0,13.48,347bae3e,781140,59,33025,496,,B763,B-1423,1711223227,LGG,YNT,O37564,O3,0,0,CSS7564,CSS
1102,36.22,0.0,-13.96,347b9fcd,E07246,236,33000,510,,A332,LV-GIF,1711223233,MAD,EZE,AR1133,AR,0,0,ARG1133,ARG
1121,46.8,7196.630269159893,12.3,347b90de,504E61,254,33000,394,,A319,ER-SKY,1711223233,RMO,BGY,H4483,H4,0,0,HYS483,HYM
1122,55.2,2203.4429197844734,5.01,347bbace,781F03,51,33000,502,,B77L,B-223G,1711223233,STN,CAN,CSG2532,CS,0,0,CSG2532,CSG
1129,49.44,236.79465307454305,18.14,347b91ab,738C0A,154,33000,410,,B763,4X-IAJ,1711223232,OSL,TLV,5C602,5C,0,-64,ICL602,CHG
1130,62.75,4476.525193075257,32.05,347b64cb,7807D6,75,33000,497,,A332,B-6538,1711223233,LHR,PVG,MU534,MU,0,64,CES534,CES
1136,46.96,0.0,19.53,347b8bba,4CAC13,113,33000,444,,A21N,EI-KGD,1711223232,LHR,SCO,KC664,KC,0,0,KZR664,KZR
1142,50.22,3623.691193137871,8.58,347baf70,43C174,100,33000,484,,C17,ZZ174,1711223233,BZZ,,RRR6652,RR,0,64,RRR6652,RRR
1145,42.07,7428.143444480506,30.75,347b7d89,3C4581,111,33000,454,,B77L,D-AALA,1711223227,FRA,BOM,3S628,3S,0,0,BOX628,BOX
1159,38.8,0.0,45.63,347b3350,899105,114,33000,532,,B744,B-18719,1711223232,AMS,BOM,CI5686,CI,0,-64,CAL5686,CAL
1163,40.06,2946.4294546174833,0.11,347bbd40,3434CE,226,33000,415,,F2TH,EC-LGV,1711223234,BCN,AGP,,,0,64,GES401V,GES
1167,40.58,9542.935003616996,30.72,347bb0c1,7335B4,107,32975,445,,A343,EP-MMT,1711223233,IST,IKA,W5115,W5,0,1344,IRM115,IRM
1178,51.94,0.0,8.12,347b9dcd,4A1265,104,32950,488,,A320,YR-DSE,1711223233,DUB,BCM,DN408,DN,0,0,JOC408,JOC
1180,47.15,0.0,11.5,347bac21,4B8472,105,32875,526,,B744,TC-ACR,1711223232,CDG,DOH,QR8254,QR,0,0,QTR8254,RUN
1217,45.7,2170.68726403872,5.59,347b9f0b,780C5D,51,32000,528,,B77L,B-2093,1711223231,MAD,HGH,CAO3138,CA,0,0,CAO3138,CAO
1236,42.63,0.0,-7.89,347bc960,347646,225,31350,445,,E295,EC-OEB,1711223234,OVD,TFN,NT5233,NT,0,1344,IBB5233,IBB
1246,43.29,0.0,13.56,347b9ebf,5083DF,132,31025,486,,B738,UR-SQB,1711223231,CDG,LXR,FT3302,FT,0,0,FEG3302,SQP
1252,40.43,0.0,34.35,347b608c,867FAC,78,31000,462,,B77W,JA733J,1711223235,CDG,HND,JL46,JL,0,0,JAL46,JAL
1257,47.75,253.94011120178357,15.87,347ba116,896442,116,31000,495,,B77L,A6-DDE,1711223231,AMS,AUH,EY918,EY,0,0,ETD918,ETD
1260,44.61,0.0,12.67,347b4020,3A2E23,136,31000,534,,B77W,F-OLRD,1711223233,CDG,RUN,UU974,UU,0,64,REU974,REU
1261,44.48,1741.8445455381398,27.24,347b8550,71BE23,124,31000,488,,B748,HL7623,1711223233,FRA,ICN,KE530,KE,0,0,KAL530,KAL
1264,60.32,290.61560541485034,38.89,347b7c94,781A4B,79,31000,530,,B77L,B-220F,1711223227,AMS,PVG,CK206,CK,0,-64,CKK206,CKK
1278,39.24,7934.692062500867,-4.22,347bc503,4CAA86,220,30775,414,,CRJX,EI-HBB,1711223232,MAD,SVQ,IB3948,IB,0,832,IBS3948,HBN
1298,34.92,2602.8004948338066,52.37,347bcf61,735832,309,29950,384,,B735,EP-VAR,1711223230,BND,THR,VRH5815,VR,0,-3200,VRH5815,VRH
1304,33.94,0.0,32.59,347b7914,A5C5E7,165,29650,447,,B744,N471MC,1711223234,PFO,XJD,5Y443,5Y,0,2816,CMB443,GTI
1308,39.1,8118.695887507116,36.62,347ba9b2,4B8211,246,29475,344,,A400,17-0078,1711223227,IGD,,,,0,-4928,ESEN02,HVK
1336,56.02,0.0,39.74,347bccc6,150655,69,28375,452,,CRJ2,RA-67157,1711223214,VKO,UUA,RT302,RT,0,960,UVT302,UVT
1337,42.15,7661.30805387322,13.24,347bbad5,5082E6,53,28350,473,,B739,UR-PSI,1711223233,FCO,RMO,5F298,5F,0,1792,FIA298,WRC
1345,49.78,0.0,12.73,347b0641,501C2F,29,28000,449,,A319,9A-MUC,1711223234,LPA,DRS,SR3469,SR,0,64,SDR36NB,BER
1352,49.66,0.0,-0.57,347b59fc,407E4C,15,27750,379,,E55P,G-NHHG,1711223233,AGP,SEN,,,0,-2112,VCG2HG,VCG
1354,46.96,202.98928478773954,3.76,347bc57c,39B117,118,27675,595,,A35K,F-HMIX,1711223231,ORY,RUN,BF700,BF,0,704,FBU70A,FBU
1387,51.12,244.40653555932795,1.77,347bbf5e,869560,99,25850,500,,B77W,JA795A,1711223232,LHR,HND,NH212,NH,0,1216,ANA212,ANA
1388,49.61,0.0,5.14,347a1f0d,39B221,261,25850,389,,B77L,F-HMRB,1711223232,HKG,CDG,2C611,2C,0,-1088,CMA611,CMA
1401,49.93,244.62113450867932,0.74,347bc04e,060030,144,25100,476,,A359,3B-NBQ,1711223233,LGW,MRU,MK53,MK,0,1408,MAU53,MAU
1407,46.01,671.0766407622518,2.91,347bb571,462DD1,103,25000,366,,PC12,OH-RJD,1711223234,EDM,GVA,,,0,-64,FSF533M,FSF
1410,42.8,237.9078992687798,5.91,347bcd80,39DD45,131,25000,445,,A20N,F-HXKF,1711223232,MRS,AJA,XK157,XK,0,0,CCM55FH,CCM
1432,43.23,2552.2752355687953,2.72,347b8729,4D2304,294,23450,342,,B38M,9H-VUF,1711223234,MLA,TLS,FR3044,FR,0,-2112,RYR46VD,MAY
1433,56.73,0.0,13.8,347bbd4b,4CAFD7,208,23450,405,,CRJ9,EI-GED,1711223234,ARN,CPH,SK1409,SK,0,-2048,SAS39C,BCY
1434,36.93,0.0,31.98,347b95aa,45D93A,261,23425,358,,GL5T,OY-VIZ,1711223232,EBL,,VMP944,VM,0,-1536,VMP944,VMP
1439,36.85,0.0,13.02,347b9687,4D24F2,134,23000,374,,DH8D,9H-LWA,1711223233,MRS,MLA,BN5341,BN,0,0,LWG5341,LWG
1440,61.76,121.85139296738296,18.39,347ba9d5,4AB292,24,23000,261,,F50,SE-LTR,1711223229,VXO,LLA,HP5035,HP,0,960,APF5035,APF
1450,41.74,0.0,30.26,347b0e7a,780A7B,308,22650,368,,A332,B-LNV,1711223227,ALA,IST,RH9489,RH,0,-2688,HKC9489,HKC
1463,54.76,842.0559661956646,11.89,347b2e4e,4AC8E7,33,21425,370,,A320,SE-RGG,1711223234,LPA,CPH,TT2505,TT,0,-2944,BIX2505,BRX
1466,46.37,0.0,14.7,347bb609,501DC5,154,21325,288,,DH8D,9A-CQD,1711223233,ZRH,ZAG,OU465,OU,0,-1216,CTN465,CTN
1467,62.92,0.0,19.83,347bb2d2,4ACAC2,23,21150,354,,PC24,SE-RVB,1711223234,ARN,UME,,,0,-2304,SWE26V,SWE
1493,47.02,1802.598499138029,8.37,347bd06b,45202E,113,19775,432,,A320,LZ-LAC,1711223230,BSL,PRN,IV611,IV,0,1408,GPX2LM,BUC
1496,37.44,204.1462270934435,24.78,347ba74c,469E45,291,19725,403,,A20N,SX-GRE,1711223232,LCA,ATH,,,0,-4608,SEH003P,SEH
0,38.38,492.98151853361793,41.26,347b759e,4D2484,117,43000,530,,GL7T,9H-VONE,1711224139,PRG,MLE,VJT755,VJ,0,0,VJT755,VJT
1,42.16,603.2766358188377,31.23,347b6004,06A1D2,288,43000,504,,GLF6,A7-CGN,1711224133,DIA,LIN,QE985,QE,0,0,QQE985,QQE
2,53.04,2053.689354410197,41.34,347b6710,150640,319,43000,468,,GL5T,RA-67136,1711224131,IST,VKO,RSJ7136,RS,0,0,RSJ7136,RSJ
10,41.88,3820.008983329527,2.18,347b83b3,008BA5,167,41000,495,,GLEX,ZS-EKA,1711224137,FAB,JNB,,,0,-64,OPM007,OPM
11,43.25,4489.925856899899,27.19,347b6d21,4D2372,100,41000,445,,A332,9H-TQP,1711224138,STN,ISB,,,0,0,HFM640P,HFY
13,49.54,798.0007486752156,11.87,347bb841,39B228,122,41000,501,,A332,F-HMRI,1711224137,AMS,IST,TK6370,TK,0,0,THY6370,CMA
18,38.83,8212.822108771255,-16.22,347ab226,AAA32D,74,40975,452,,B788,N785AV,1711224131,BOG,MAD,AV46,AV,0,0,AVA046,AVA
19,34.32,319.4911956405996,24.26,347b1a2b,A0BE20,154,40975,519,,GLEX,N147QS,1711224138,LTN,DWC,,,0,0,N147QS,EJA
28,56.17,1249.3601151510195,18.73,347bc0ec,511065,283,40000,438,,CRJ9,ES-ACC,1711224137,VNO,CPH,SK1743,SK,0,64,SAS33A,NDA
35,43.9,0.0,22.49,347bab6d,4BB4E4,310,40000,424,,B738,TC-MGD,1711224136,AYT,CGN,4M605,4M,0,-128,MGH605,MGH
50,46.1,0.0,14.57,347b9338,0100DE,133,39025,476,,B738,SU-GCP,1711224136,LHR,CAI,MS531,MS,0,-64,MSR531,MSX
55,37.63,725.2026515600118,21.02,347b784b,04C11C,137,39000,510,,B788,5Y-KZF,1711224137,LHR,NBO,KQ101,KQ,0,-64,KQA101,KQA
75,36.1,0.0,28.49,347b07e8,740822,125,39000,510,,B788,JY-BAB,1711224137,LHR,AMM,RJ112,RJ,0,-64,RJA112,RJA
93,47.4,0.0,10.35,347bb5a7,46D1F9,134,39000,432,,C650,SX-TOY,1711224134,BQH,ATH,LLK602,LL,0,0,LLK602,LLK
97,37.92,0.0,30.35,347bb202,4A08E6,160,39000,454,,B737,YR-BGF,1711224138,OTP,TLV,RO155,RO,0,0,ROT155,ROT
101,40.76,1523.1418735496609,33.35,347bb9d7,503D6E,80,39000,458,,A332,LY-MAC,1711224132,IST,TAS,HY274,HY,0,0,UZB274,UZB
117,45.9,465.29147625270275,11.49,347bacaf,4B1942,300,38025,388,,A320,HB-JOS,1711224138,PRN,BSL,GM611,GM,0,0,GSW611,GSW
140,55.4,2328.751813141587,40.5,347b8fdd,151E34,273,38000,374,,B737,RA-73268,1711224136,,,6R9942,6R,0,0,DRU9942,DRU
166,42.94,1048.571797196923,29.02,347bb4fb,3CCD4B,312,38000,478,,LJ60,D-CFAX,1711224130,TZX,BUD,IFA1065,IF,0,0,IFA1065,IFA
171,43.25,0.0,16.98,347bb32a,505CE6,253,38000,392,,B738,OM-GTF,1711224138,OTP,FCO,W43145,W4,0,0,WMT7AG,RLX
242,43.95,0.0,12.76,347bac03,45C86B,357,38000,447,,A20N,OY-RCK,1711224137,MLA,CPH,RC7125,RC,0,64,FLI7125,FLI
282,49.98,0.0,10.16,347bc40b,49D357,89,37875,504,,A320,OK-HEU,1711224136,CDG,PRG,OK767,OK,0,-896,CSA3CZ,CSA
290,43.26,1516.4694293596804,5.65,347b7ca2,504E72,233,37050,408,,A320,ER-00008,1711224138,RMO,LIS,5F811,5F,0,0,FIA811,FIA
292,36.35,4823.623849254455,44.39,347b7d82,717CB8,115,37050,428,,A20N,HZ-FBA,1711224131,IST,RUH,F3574,F3,0,64,FAD574,FAD
300,52.44,0.0,49.14,347bb984,507C5D,105,37025,471,,A320,UK32030,1711224135,VKO,TAS,HH778,HH,0,0,QNT778,QNT
310,40.69,0.0,37.16,347b73ae,507C8F,78,37000,456,,B763,UK67010,1711224136,OSR,TAS,C67600,C6,0,0,MFX7600,MFX
320,43.2,722.4752531520116,15.58,347bbad5,5082E6,61,37000,484,,B739,UR-PSI,1711224137,FCO,RMO,5F298,5F,0,0,FIA298,WRC
342,52.56,0.0,48.19,347bbc43,683329,106,37000,478,,B38M,UP-B3737,1711224135,VKO,ALA,DV816,DV,0,0,VSV816,VSV
365,35.35,0.0,23.61,347a79b0,A8320E,153,37000,541,,B748,N627UP,1711224138,SDF,DXB,5X76,5X,0,0,UPS76,UPS
383,47.74,3716.47637781759,45.46,347bb1ea,5140B3,343,37000,428,,B738,4L-GTD,1711224135,TBS,VKO,A9930,A9,0,0,TGZ930D,TGZ
399,40.19,1042.8699642126755,33.06,347bb0c1,7335B4,99,37000,466,,A343,EP-MMT,1711224132,IST,IKA,W5115,W5,0,-64,IRM115,IRM
441,49.29,0.0,-4.7,347b113e,76CCE2,95,37000,532,,A359,9V-SGB,1711224136,EWR,SIN,SQ21,SQ,0,0,SIA21,SIA
519,53.53,2256.156641797378,42.11,347b9ed6,5100FA,289,36000,402,,E75L,EW-512PO,1711224135,BXY,MSQ,B28748,B2,0,0,BRU8748,BRU
587,36.69,643.319331924062,17.57,347ba24d,4D2397,211,36000,445,,A320,9H-MSA,1711224136,IST,MJI,BM503,BM,0,0,MNS503,MNS
601,43.29,0.0,-4.62,347b8631,346193,23,36000,406,,A319,EC-NCB,1711224135,LPA,NTE,V72739,V7,0,64,VOE2739,VOE
630,42.41,0.0,13.54,347b3268,717C74,298,36000,396,,A20N,HZ-NS68,1711224137,JED,MRS,XY659,XY,0,-64,KNE659,KNE
646,43.21,0.0,27.85,347b877c,5084D1,317,36000,436,,B753,UR-SLE,1711224135,HRG,KTW,QU9122,QU,0,0,UTN9122,UTN
739,40.38,0.0,31.85,347bb959,730601,99,35950,413,,A343,EP-APA,1711224138,IST,IKA,EP513,EP,0,704,IRC513,IRC
757,43.54,0.0,21.84,347b6b49,010237,128,35075,460,,A320,SU-NML,1711224136,CGN,HRG,NE6304,NE,0,-128,NMA6304,NMA
781,52.06,0.0,17.51,347baa0d,452153,332,35000,465,,A320,LZ-FSD,1711224135,SOF,CPH,W64377,W6,0,64,WZZ6CV,USW
790,52.11,294.9218322350914,6.04,347b4212,503CC0,47,35000,462,,B738,LY-LOC,1711224137,TFS,HAM,DI6449,DI,0,64,MBU6449,KLJ
795,33.82,0.0,35.49,347b81b6,748028,90,35000,6,,A320,OD-MRO,1711224136,BEY,JED,ME374,ME,0,0,MEA374,MEA
810,44.17,1234.9447967398,52.87,347bb6de,78130A,63,35000,470,,B38M,B-1202,1711224138,TBS,URC,CZ6040,CZ,0,0,CSN6040,CSN
813,42.16,0.0,31.91,347bb5ba,155C60,79,35000,383,,SU95,RA-89184,1711224129,IST,MRV,WZ4656,WZ,0,0,RWZ4656,RWZ
829,38.98,457.38809746393054,39.78,347b3d7f,706056,115,35000,518,,B77W,9K-AOC,1711224131,LHR,KWI,KU102,KU,0,0,KAC102,KAC
841,49.66,0.0,43.84,347b9642,155C1D,341,35000,408,,SU95,RA-89117,1711224139,AER,CEE,D2364,D2,0,0,SSF364,SSF
843,36.23,3406.4679817033025,52.82,347b62e8,4BB164,111,35000,534,,B77W,TC-LKD,1711224138,IST,DEL,6E12,6E,0,0,IGO012,IGO
846,36.11,1119.9494785818322,26.23,347b5dbf,738286,115,35000,448,,A320,4X-ABI,1711224136,GNB,TLV,6H146,6H,0,0,ISR146,ISR
854,40.89,529.6768186207307,43.35,347b6085,424502,100,35000,488,,B738,VQ-BHE,1711224135,MUC,DYU,SZ122,SZ,0,0,SMR122,SMR
860,46.03,0.0,7.04,347bc57c,39B117,109,35000,590,,A35K,F-HMIX,1711224137,ORY,RUN,BF700,BF,0,-64,FBU70A,FBU
874,42.51,0.0,32.49,347b9df8,7816BD,79,35000,432,,A332,B-308P,1711224139,BUD,TFU,3U9808,3U,0,0,CSC9808,CSC
883,48.53,1982.3066041873026,3.26,347bc04e,060030,101,35000,555,,A359,3B-NBQ,1711224135,LGW,MRU,MK53,MK,0,0,MAU53,MAU
893,36.16,0.0,44.43,347b8087,728648,160,35000,414,,BCS3,YI-ARH,1711224124,AYT,BGW,IA210,IA,0,-64,IAW210,IAW
896,36.86,0.0,21.63,347ba07e,4CAC36,140,35000,494,,B38M,EI-RZD,1711224137,VRN,RMF,NO6500,NO,0,0,NOS6500,NOS
915,37.08,0.0,47.32,347b28bb,47B12E,109,34975,527,,B789,LN-FNC,1711224138,OSL,BKK,N091,N0,0,-64,NBT091,NBT
920,46.07,0.0,11.03,347bd06b,45202E,122,34950,515,,A320,LZ-LAC,1711224132,BSL,PRN,IV611,IV,0,64,GPX2LM,BUC
947,40.69,1931.2132546484318,12.19,347ba125,34654B,274,34050,396,,A321,EC-NLJ,1711224135,ATH,BCN,VY8103,VY,0,0,VLG1FB,PVG
958,43.5,515.4668815338281,27.67,347b8c6f,010250,320,34025,438,,A321,SU-TCL,1711224135,SSH,SVO,UJ611,UJ,0,0,LMU611,LMU
967,45.62,0.0,21.19,347b2ae8,A95C2F,310,34025,484,,B744,N702CA,1711224136,,,,,0,0,CMB559,NCR
971,54.0,0.0,-15.03,347b91c7,C01753,281,34000,403,,B77W,C-FIVQ,1711224139,LHR,YYZ,AC859,AC,0,0,ACA859,ACA
972,55.23,0.0,51.28,347bc5ae,151E28,283,34000,370,,B738,RA-73256,1711224132,,,Y73633,Y7,0,0,TYA3633,TYA
992,51.47,540.417763597542,22.23,347b974d,4C01E7,194,34000,362,,A320,YU-APH,1711224138,SVO,BEG,JU653,JU,0,0,ASL653,ASL
996,33.75,0.0,48.71,347b9a11,8014EB,327,34000,439,,A320,VT-PNS,1711224137,SHJ,,6P825,6P,0,0,PRX825,PRX
1030,37.15,1993.3989792309974,-7.22,347b70e4,E494A2,55,34000,422,,E390,FAB2854,1711224135,LPA,CIA,BRS505,BR,0,0,BRS505,BRS
1037,39.13,0.0,-4.31,347b842c,3C79C1,44,34000,472,,A320,D-ANNA,1711224135,LPA,BER,SR3499,SR,0,0,SDR39CJ,SDR
1048,53.76,2226.982641676422,40.29,347b474a,155BF6,320,34000,366,,SU95,RA-89078,1711224135,AYT,DME,IO1802,IO,0,64,IAE1802,IAE
1052,41.13,0.0,-9.49,347bc960,347646,212,33975,458,,E295,EC-OEB,1711224136,OVD,TFN,NT5233,NT,0,-512,IBB5233,IBB
1064,40.76,0.0,-3.21,347bbd92,4D2302,8,33975,441,,B38M,9H-VUD,1711224135,AGP,NRN,FR8613,FR,0,-64,RYR7BM,MAY
1068,51.67,3259.0161469032146,17.61,347b4c33,ADFF0C,279,33950,434,,K35R,60-0335,1711224132,MHZ,,,,0,192,HOBO19,RCH
1073,46.43,242.59863027649598,14.63,347bac21,4B8472,109,33875,551,,B744,TC-ACR,1711224138,CDG,DOH,QR8254,QR,0,64,QTR8254,RUN
1087,45.11,458.52915003004233,-4.03,347b6bb9,E8021C,227,33050,434,,B763,CC-CXE,1711224136,FRA,SID,UC1506,UC,0,64,LCO1506,LCO
1089,48.83,286.7500421401028,10.7,347b9bac,70C0AC,107,33025,510,,A332,A4O-DF,1711224136,FRA,MCT,WY116,WY,0,1344,OMA116,OMA
1094,56.24,3012.6369707488043,16.62,347bae3e,781140,61,33025,504,,B763,B-1423,1711224132,LGG,YNT,O37564,O3,0,0,CSS7564,CSS
1101,49.82,7616.991929731456,11.65,347baf70,43C174,102,33000,485,,C17,ZZ174,1711224137,BZZ,,RRR6652,RR,0,128,RRR6652,RRR
1103,41.38,1393.369476925169,33.19,347b7d89,3C4581,117,33000,456,,B77L,D-AALA,1711224135,FRA,BOM,3S628,3S,0,0,BOX628,BOX
1107,56.45,1637.174689360939,7.98,347bbace,781F03,54,33000,501,,B77L,B-223G,1711224138,STN,CAN,CSG2532,CS,0,0,CSG2532,CSG
1129,35.03,2385.6735058535683,-16.15,347b9fcd,E07246,235,33000,519,,A332,LV-GIF,1711224136,MAD,EZE,AR1133,AR,0,0,ARG1133,ARG
1130,63.2,6965.7733545872525,36.49,347b64cb,7807D6,79,33000,494,,A332,B-6538,1711224138,LHR,PVG,MU534,MU,0,0,CES534,CES
1134,60.66,4037.6717619546494,43.7,347b7c94,781A4B,84,33000,522,,B77L,B-220F,1711224138,AMS,PVG,CK206,CK,0,0,CKK206,CKK
1140,46.9,0.0,18.66,347ba116,896442,114,33000,478,,B77L,A6-DDE,1711224137,AMS,AUH,EY918,EY,0,0,ETD918,ETD
1151,47.88,4366.964417698545,19.1,347b91ab,738C0A,158,33000,393,,B763,4X-IAJ,1711224137,OSL,TLV,5C602,5C,0,0,ICL602,CHG
1153,37.87,5113.66307650324,48.19,347b3350,899105,115,33000,518,,B744,B-18719,1711224138,AMS,BOM,CI5686,CI,0,0,CAL5686,CAL
1156,46.19,0.0,22.04,347b8bba,4CAC13,114,33000,452,,A21N,EI-KGD,1711224136,LHR,SCO,KC664,KC,0,-64,KZR664,KZR
1161,51.39,4901.634296638855,11.26,347b9dcd,4A1265,106,32975,492,,A320,YR-DSE,1711224137,DUB,BCM,DN408,DN,0,0,JOC408,JOC
1167,38.86,1878.8632405646536,-1.54,347bbd40,3434CE,232,32975,422,,F2TH,EC-LGV,1711224138,BCN,AGP,,,0,0,GES401V,GES
1192,50.27,8683.898567657761,8.79,347bd07e,4520FB,134,32300,462,,B734,LZ-GPA,1711224135,DUS,PRN,IV823,IV,0,704,GPX823,GPX
1201,46.88,242.2101801502007,8.96,347bc939,5140C6,341,32025,413,,B763,4L-GIT,1711224138,MXP,LGG,GH2462,GH,0,0,IGT2462,IGT
1204,42.16,0.0,33.08,347b00c5,440A8D,274,32000,524,,B744,OE-IFK,1711224139,NQZ,LGG,3V854,3V,0,0,TAY854,ABR
1205,47.15,7663.695492334184,7.93,347b9f0b,780C5D,39,32000,515,,B77L,B-2093,1711224136,MAD,HGH,CAO3138,CA,0,0,CAO3138,CAO
1230,48.92,507.4178674820434,10.3,347bc8dd,3C56A3,137,31825,474,,A321,D-AEUC,1711224137,FRA,IST,LH8346,LH,0,1920,GEC8346,GEC
1251,43.34,0.0,29.48,347b8550,71BE23,126,31000,492,,B748,HL7623,1711224134,FRA,ICN,KE530,KE,0,0,KAL530,KAL
1257,41.91,4275.237439264801,15.56,347b9ebf,5083DF,133,31000,480,,B738,UR-SQB,1711224138,CDG,LXR,FT3302,FT,0,0,FEG3302,SQP
1259,55.86,0.0,43.14,347bccc6,150655,98,31000,538,,CRJ2,RA-67157,1711224139,VKO,UUA,RT302,RT,0,0,UVT302,UVT
1262,43.01,0.0,14.73,347b4020,3A2E23,137,31000,512,,B77W,F-OLRD,1711224136,CDG,RUN,UU974,UU,0,-64,REU974,REU
1266,40.83,0.0,37.04,347b608c,867FAC,80,31000,485,,B77W,JA733J,1711224136,CDG,HND,JL46,JL,0,0,JAL46,JAL
1290,48.03,966.4835474662066,5.73,347bb87c,4B19F2,107,30100,520,,E190,HB-JVM,1711224136,BHX,ZRH,LX425,LX,0,-1280,SWR3WD,OAW
1296,46.83,437.09915565160674,11.48,347bcb6d,4CA863,333,30025,417,,CRJ9,EI-FPI,1711224138,VCE,CPH,SK2692,SK,0,64,SAS2692,BCY
1318,50.7,10462.620907220537,5.15,347bbf5e,869560,102,29000,522,,B77W,JA795A,1711224137,LHR,HND,NH212,NH,0,64,ANA212,ANA
1330,43.73,0.0,27.87,347bce03,738054,134,28775,473,,B739,4X-EHE,1711224135,OTP,TLV,LY572,LY,0,1600,ELY572,ELY
1352,53.07,230.71095955949437,19.26,347bd04b,48A5D4,348,28000,434,,C25B,SP-KOW,1711224136,LCJ,GDN,,,0,128,SPKOW,AMQ
1377,53.12,8314.752234843434,6.73,347bcd02,781112,58,26475,462,,B789,B-7838,1711224137,AMS,XMN,MF812,MF,0,1216,CXA812,CXA
1384,47.26,275.63640025324383,11.83,347bcff9,3007EE,175,26025,426,,E195,I-ADJZ,1711224138,MUC,VRN,EN8212,EN,0,1024,DLA5MA,DLA
1400,36.94,0.0,36.67,347bd66f,4BD183,94,25250,478,,B734,TC-TLC,1711224131,ADA,,TI975,TI,0,960,TWI975,TWI
1436,62.76,274.76657011781134,19.38,347ba9d5,4AB292,24,23000,254,,F50,SE-LTR,1711224136,VXO,LLA,HP5035,HP,0,960,APF5035,APF
1438,47.83,330.14516572959985,0.94,347bac28,49328A,26,22975,393,,C68A,CS-LTJ,1711224136,PMI,LBG,,,0,-2112,NJE962R,NJE
1442,35.98,0.0,50.54,347bbb9f,731A28,151,22675,421,,A320,EP-FQH,1711224136,EVN,IKA,QB2250,QB,0,-2304,QSM2250,QSM
1460,36.53,193.58685058767344,24.39,347bce1c,469E41,327,22000,365,,A21N,SX-GRA,1711224135,HER,ATH,GQ217,GQ,0,64,SEH9AT,SEH
1478,63.92,0.0,26.04,347a50d1,5110FC,165,21000,242,,SF34,ES-NSC,1711224132,,,OJ903,OJ,0,192,,NYX
1487,46.13,4177.241544211645,10.36,347b90de,504E61,242,20525,314,,A319,ER-SKY,1711224137,RMO,BGY,H4483,H4,0,-1024,HYS483,HYM
1496,45.76,92.01139490762961,5.11,347bb571,462DD1,90,20100,374,,PC12,OH-RJD,1711224137,EDM,GVA,,,0,-640,FSF533M,FSF
1,37.9,1797.9299200444357,42.47,347b759e,4D2484,117,43000,538,,GL7T,9H-VONE,1711225031,PRG,MLE,VJT755,VJ,0,0,VJT755,VJT
2,42.82,388.6054072557896,28.62,347b6004,06A1D2,296,43000,476,,GLF6,A7-CGN,1711225032,DIA,LIN,QE985,QE,0,64,QQE985,QQE
4,48.47,5224.710825792391,14.6,347bb841,39B228,118,41025,506,,A332,F-HMRI,1711225037,AMS,IST,TK6370,TK,0,0,THY6370,CMA
11,39.15,4075.1599277018577,-13.82,347ab226,AAA32D,81,41000,448,,B788,N785AV,1711225015,BOG,MAD,AV46,AV,0,0,AVA046,AVA
12,39.87,4281.062963137047,2.74,347b83b3,008BA5,168,41000,501,,GLEX,ZS-EKA,1711225038,FAB,JNB,,,0,-128,OPM007,OPM
15,42.9,1179.8535424006402,29.57,347b6d21,4D2372,101,41000,448,,A332,9H-TQP,1711225033,STN,ISB,,,0,0,HFM640P,HFY
16,55.83,4669.7729476308905,15.68,347bc0ec,511065,266,40025,434,,CRJ9,ES-ACC,1711225016,VNO,CPH,SK1743,SK,0,256,SAS33A,NDA
20,45.03,546.3918219726058,20.57,347bab6d,4BB4E4,308,40000,432,,B738,TC-MGD,1711225035,AYT,CGN,4M605,4M,0,0,MGH605,MGH
54,48.15,636.4368967054309,13.7,347b9bac,70C0AC,110,39000,500,,A332,A4O-DF,1711225036,FRA,MCT,WY116,WY,0,64,OMA116,OMA
60,46.04,241.76228746401932,12.27,347bb5a7,46D1F9,135,39000,461,,C650,SX-TOY,1711225034,BQH,ATH,LLK602,LL,0,0,LLK602,LLK
63,36.09,5057.049391739551,30.82,347bb202,4A08E6,178,39000,448,,B737,YR-BGF,1711225037,OTP,TLV,RO155,RO,0,64,ROT155,ROT
72,44.76,0.0,16.51,347b9338,0100DE,135,39000,468,,B738,SU-GCP,1711225036,LHR,CAI,MS531,MS,0,64,MSR531,MSX
77,41.02,523.1462105217195,35.94,347bb9d7,503D6E,83,39000,477,,A332,LY-MAC,1711225035,IST,TAS,HY274,HY,0,0,UZB274,UZB
